"Work Master
Code",Discipline,Code,Description,Code,Description,Code,Description,Code,L04,Code,L05,Code,L06,Code,L07,Code,L08,Code,L09,Code,L10,Code,L11,B01,B02,B03,B04,B05,B06,B07,B08,B09,UoM1,UoM2,"Work Group
Code","Work Master
Code"
S01AB005-00001,SS,S01,Main Steel Structure Fabrication Work,AB,Pipe Rack,005,Medium Steel - Built up (90KG/M>Weight≥30KG/M),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AB005,S01AB005-00001
S01AB006-00001,SS,S01,Main Steel Structure Fabrication Work,AB,Pipe Rack,006,Light Steel - Built up (30KG/M>Weight),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AB006,S01AB006-00001
S01AB009-00001,SS,S01,Main Steel Structure Fabrication Work,AB,Pipe Rack,009,"Plates - Gusset, Stiffener, ETC",,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AB009,S01AB009-00001
S01AB010-00001,SS,S01,Main Steel Structure Fabrication Work,AB,Pipe Rack,010,Steel Painting/Coating,01,"for Non-Fireproofed Steel Surface, Surface Preparation, Primer, Second & Final Coat",,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M2,M2,S01AB010,S01AB010-00001
S01AB010-00002,SS,S01,Main Steel Structure Fabrication Work,AB,Pipe Rack,010,Steel Painting/Coating,02,"for Fireproofed Steel Surface, Surface Preparation & Primer Coat",,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M2,M2,S01AB010,S01AB010-00002
S01AB010-00003,SS,S01,Main Steel Structure Fabrication Work,AB,Pipe Rack,010,Steel Painting/Coating,03,Hot-Dip Galvanizing w/ Surface Preparation,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M2,M2,S01AB010,S01AB010-00003
S01AB010-00004,SS,S01,Main Steel Structure Fabrication Work,AB,Pipe Rack,010,Steel Painting/Coating,04,Hot-Dip Galvanizing w/ Surface Preparation and Additional Painting Coat,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M2,M2,S01AB010,S01AB010-00004
S01AB011-00001,SS,S01,Main Steel Structure Fabrication Work,AB,Pipe Rack,011,High Strength Bolts&Nuts,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AB011,S01AB011-00001
S01AB012-00001,SS,S01,Main Steel Structure Fabrication Work,AB,Pipe Rack,012,Common Bolts&Nuts,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AB012,S01AB012-00001
S01AB013-00001,SS,S01,Main Steel Structure Fabrication Work,AB,Pipe Rack,013,Plate for Reinforcing/Modification/Supplement (Field install),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AB013,S01AB013-00001
S01AB014-00001,SS,S01,Main Steel Structure Fabrication Work,AB,Pipe Rack,014,DTI Washer,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AB014,S01AB014-00001
S01AB016-00001,SS,S01,Main Steel Structure Fabrication Work,AB,Pipe Rack,016,Structural Steel - Standard - Others,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AB016,S01AB016-00001
S01AD001-00001,SS,S01,Main Steel Structure Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),001,Heavy Steel - Standard (Weight≥90KG/M),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AD001,S01AD001-00001
S01AD002-00001,SS,S01,Main Steel Structure Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),002,Medium Steel - Standard (90KG/M>Weight≥30KG/M),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AD002,S01AD002-00001
S01AD003-00001,SS,S01,Main Steel Structure Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),003,Light Steel - Standard (30KG/M>Weight),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AD003,S01AD003-00001
S01AD004-00001,SS,S01,Main Steel Structure Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),004,Heavy Steel - Built up (Weight≥90KG/M),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AD004,S01AD004-00001
S01AD005-00001,SS,S01,Main Steel Structure Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),005,Medium Steel - Built up (90KG/M>Weight≥30KG/M),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AD005,S01AD005-00001
S01AD006-00001,SS,S01,Main Steel Structure Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),006,Light Steel - Built up (30KG/M>Weight),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AD006,S01AD006-00001
S01AD009-00001,SS,S01,Main Steel Structure Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),009,"Plates - Gusset, Stiffener, ETC",,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AD009,S01AD009-00001
S01AD010-00001,SS,S01,Main Steel Structure Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),010,Steel Painting/Coating,01,"for Non-Fireproofed Steel Surface, Surface Preparation, Primer, Second & Final Coat",,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M2,M2,S01AD010,S01AD010-00001
S01AD010-00002,SS,S01,Main Steel Structure Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),010,Steel Painting/Coating,02,"for Fireproofed Steel Surface, Surface Preparation & Primer Coat",,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M2,M2,S01AD010,S01AD010-00002
S01AD010-00003,SS,S01,Main Steel Structure Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),010,Steel Painting/Coating,03,Hot-Dip Galvanizing w/ Surface Preparation,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M2,M2,S01AD010,S01AD010-00003
S01AD010-00004,SS,S01,Main Steel Structure Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),010,Steel Painting/Coating,04,Hot-Dip Galvanizing w/ Surface Preparation and Additional Painting Coat,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M2,M2,S01AD010,S01AD010-00004
S01AD011-00001,SS,S01,Main Steel Structure Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),011,High Strength Bolts&Nuts,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AD011,S01AD011-00001
S01AD012-00001,SS,S01,Main Steel Structure Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),012,Common Bolts&Nuts,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AD012,S01AD012-00001
S01AD013-00001,SS,S01,Main Steel Structure Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),013,Plate for Reinforcing/Modification/Supplement (Field install),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AD013,S01AD013-00001
S01AD014-00001,SS,S01,Main Steel Structure Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),014,DTI Washer,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AD014,S01AD014-00001
S01AD016-00001,SS,S01,Main Steel Structure Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),016,Structural Steel - Standard - Others,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AD016,S01AD016-00001
S02AA017-00001,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,017,Checkered/Flooring Plate,,,,,,,,,,,,,,,,,,,,,Material: (   ),,THK=(  )mm,,,M2,M2,S02AA017,S02AA017-00001
S02AA018-00001,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,018,Grating,,,,,,,,,,,,,,,,,,,,,Material: (   ),,THK=(  )mm,,,M2,M2,S02AA018,S02AA018-00001
S02AA019-00001,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,019,Steel Stairs,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M,M,S02AA019,S02AA019-00001
S02AA020-00001,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,020,Steel Handrails,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,H=(  )mm,,M,M,S02AA020,S02AA020-00001
S02AA021-00001,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,021,Steel Handrails - Removable,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,H=(  )mm,,M,M,S02AA021,S02AA021-00001
S02AA022-00001,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,022,Stainless Steel Handrail,,,,,,,,,,,,,,,,,,,,,,,,H=(  )mm,,M,M,S02AA022,S02AA022-00001
S02AA023-00001,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,023,Steel Ladder,05,With Cage,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M,M,S02AA023,S02AA023-00001
S02AA023-00002,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,023,Steel Ladder,06,Without Cage,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M,M,S02AA023,S02AA023-00002
S02AA024-00001,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,024,Galvanized Steel Deck Plate,,,,,,,,,,,,,,,,,,,,,,,THK=(  )mm,,,M2,M2,S02AA024,S02AA024-00001
S02AA025-00001,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,025,Anchor Bolt (Straight Type),,,01,M12,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AA025,S02AA025-00001
S02AA025-00002,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,025,Anchor Bolt (Straight Type),,,02,M16,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AA025,S02AA025-00002
S02AA025-00003,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,025,Anchor Bolt (Straight Type),,,03,M20,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AA025,S02AA025-00003
S02AA025-00004,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,025,Anchor Bolt (Straight Type),,,04,M22,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AA025,S02AA025-00004
S02AA025-00005,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,025,Anchor Bolt (Straight Type),,,05,M24,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AA025,S02AA025-00005
S02AA025-00006,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,025,Anchor Bolt (Straight Type),,,06,M30,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AA025,S02AA025-00006
S02AA025-00007,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,025,Anchor Bolt (Straight Type),,,07,M33,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AA025,S02AA025-00007
S02AA025-00008,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,025,Anchor Bolt (Straight Type),,,08,M36,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AA025,S02AA025-00008
S02AA025-00009,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,025,Anchor Bolt (Straight Type),,,09,M42,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AA025,S02AA025-00009
S02AA025-00010,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,025,Anchor Bolt (Straight Type),,,10,M48,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AA025,S02AA025-00010
S02AA025-00011,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,025,Anchor Bolt (Straight Type),,,11,M52,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AA025,S02AA025-00011
S02AA025-00012,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,025,Anchor Bolt (Straight Type),,,12,M56,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AA025,S02AA025-00012
S02AA025-00013,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,025,Anchor Bolt (Straight Type),,,13,M64,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AA025,S02AA025-00013
S02AA025-00014,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,025,Anchor Bolt (Straight Type),,,14,M72,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AA025,S02AA025-00014
S02AA025-00015,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,025,Anchor Bolt (Straight Type),,,15,M76,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AA025,S02AA025-00015
S02AA025-00016,SS,S02,Miscellaneous Steel Fabrication Work,AA,Shelter/Building,025,Anchor Bolt (Straight Type),,,16,Over M76,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AA025,S02AA025-00016
S02AB017-00001,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,017,Checkered/Flooring Plate,,,,,,,,,,,,,,,,,,,,,Material: (   ),,THK=(  )mm,,,M2,M2,S02AB017,S02AB017-00001
S02AB018-00001,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,018,Grating,,,,,,,,,,,,,,,,,,,,,Material: (   ),,THK=(  )mm,,,M2,M2,S02AB018,S02AB018-00001
S02AB019-00001,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,019,Steel Stairs,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M,M,S02AB019,S02AB019-00001
S02AB020-00001,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,020,Steel Handrails,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,H=(  )mm,,M,M,S02AB020,S02AB020-00001
S02AB021-00001,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,021,Steel Handrails - Removable,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,H=(  )mm,,M,M,S02AB021,S02AB021-00001
S02AB022-00001,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,022,Stainless Steel Handrail,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,H=(  )mm,,M,M,S02AB022,S02AB022-00001
S02AB023-00001,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,023,Steel Ladder,05,With Cage,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M,M,S02AB023,S02AB023-00001
S02AB023-00002,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,023,Steel Ladder,06,Without Cage,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M,M,S02AB023,S02AB023-00002
S02AB024-00001,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,024,Galvanized Steel Deck Plate,,,,,,,,,,,,,,,,,,,,,,,THK=(  )mm,,,M2,M2,S02AB024,S02AB024-00001
S02AB025-00001,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,025,Anchor Bolt (Straight Type),,,01,M12,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AB025,S02AB025-00001
S02AB025-00002,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,025,Anchor Bolt (Straight Type),,,02,M16,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AB025,S02AB025-00002
S02AB025-00003,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,025,Anchor Bolt (Straight Type),,,03,M20,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AB025,S02AB025-00003
S02AB025-00004,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,025,Anchor Bolt (Straight Type),,,04,M22,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AB025,S02AB025-00004
S02AB025-00005,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,025,Anchor Bolt (Straight Type),,,05,M24,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AB025,S02AB025-00005
S02AB025-00006,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,025,Anchor Bolt (Straight Type),,,06,M30,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AB025,S02AB025-00006
S02AB025-00007,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,025,Anchor Bolt (Straight Type),,,07,M33,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AB025,S02AB025-00007
S02AB025-00008,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,025,Anchor Bolt (Straight Type),,,08,M36,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AB025,S02AB025-00008
S02AB025-00009,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,025,Anchor Bolt (Straight Type),,,09,M42,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AB025,S02AB025-00009
S02AB025-00010,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,025,Anchor Bolt (Straight Type),,,10,M48,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AB025,S02AB025-00010
S02AB025-00011,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,025,Anchor Bolt (Straight Type),,,11,M52,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AB025,S02AB025-00011
S02AB025-00012,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,025,Anchor Bolt (Straight Type),,,12,M56,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AB025,S02AB025-00012
S02AB025-00013,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,025,Anchor Bolt (Straight Type),,,13,M64,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AB025,S02AB025-00013
S02AB025-00014,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,025,Anchor Bolt (Straight Type),,,14,M72,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AB025,S02AB025-00014
S02AB025-00015,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,025,Anchor Bolt (Straight Type),,,15,M76,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AB025,S02AB025-00015
S02AB025-00016,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,025,Anchor Bolt (Straight Type),,,16,Over M76,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AB025,S02AB025-00016
S02AB026-00001,SS,S02,Miscellaneous Steel Fabrication Work,AB,Pipe Rack,026,Safety Gate,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AB026,S02AB026-00001
S02AD017-00001,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),017,Checkered/Flooring Plate,,,,,,,,,,,,,,,,,,,,,Material: (   ),,THK=(  )mm,,,M2,M2,S02AD017,S02AD017-00001
S02AD018-00001,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),018,Grating,,,,,,,,,,,,,,,,,,,,,Material: (   ),,THK=(  )mm,,,M2,M2,S02AD018,S02AD018-00001
S02AD019-00001,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),019,Steel Stairs,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M,M,S02AD019,S02AD019-00001
S02AD020-00001,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),020,Steel Handrails,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,H=(  )mm,,M,M,S02AD020,S02AD020-00001
S02AD021-00001,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),021,Steel Handrails - Removable,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,H=(  )mm,,M,M,S02AD021,S02AD021-00001
S02AD022-00001,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),022,Stainless Steel Handrail,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,H=(  )mm,,M,M,S02AD022,S02AD022-00001
S02AD023-00001,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),023,Steel Ladder,05,With Cage,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M,M,S02AD023,S02AD023-00001
S02AD023-00002,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),023,Steel Ladder,06,Without Cage,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M,M,S02AD023,S02AD023-00002
S02AD024-00001,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),024,Galvanized Steel Deck Plate,,,,,,,,,,,,,,,,,,,,,,,THK=(  )mm,,,M2,M2,S02AD024,S02AD024-00001
S02AD025-00001,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),025,Anchor Bolt (Straight Type),,,01,M12,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AD025,S02AD025-00001
S02AD025-00002,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),025,Anchor Bolt (Straight Type),,,02,M16,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AD025,S02AD025-00002
S02AD025-00003,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),025,Anchor Bolt (Straight Type),,,03,M20,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AD025,S02AD025-00003
S02AD025-00004,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),025,Anchor Bolt (Straight Type),,,04,M22,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AD025,S02AD025-00004
S02AD025-00005,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),025,Anchor Bolt (Straight Type),,,05,M24,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AD025,S02AD025-00005
S02AD025-00006,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),025,Anchor Bolt (Straight Type),,,06,M30,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AD025,S02AD025-00006
S02AD025-00007,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),025,Anchor Bolt (Straight Type),,,07,M33,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AD025,S02AD025-00007
S02AD025-00008,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),025,Anchor Bolt (Straight Type),,,08,M36,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AD025,S02AD025-00008
S02AD025-00009,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),025,Anchor Bolt (Straight Type),,,09,M42,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AD025,S02AD025-00009
S02AD025-00010,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),025,Anchor Bolt (Straight Type),,,10,M48,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AD025,S02AD025-00010
S02AD025-00011,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),025,Anchor Bolt (Straight Type),,,11,M52,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AD025,S02AD025-00011
S02AD025-00012,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),025,Anchor Bolt (Straight Type),,,12,M56,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AD025,S02AD025-00012
S02AD025-00013,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),025,Anchor Bolt (Straight Type),,,13,M64,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AD025,S02AD025-00013
S02AD025-00014,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),025,Anchor Bolt (Straight Type),,,14,M72,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AD025,S02AD025-00014
S02AD025-00015,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),025,Anchor Bolt (Straight Type),,,15,M76,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AD025,S02AD025-00015
S02AD025-00016,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),025,Anchor Bolt (Straight Type),,,16,Over M76,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AD025,S02AD025-00016
S02AD026-00001,SS,S02,Miscellaneous Steel Fabrication Work,AD,Equipment Structure (Civil structure except of Piperack),026,Safety Gate,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,EA,EA,S02AD026,S02AD026-00001
S03AA007-00001,SS,S03,Main Steel Structure Erection Work,AA,Shelter/Building,007,Girth & Purlin,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S03AA007,S03AA007-00001
S03AA008-00001,SS,S03,Main Steel Structure Erection Work,AA,Shelter/Building,008,P.E.B. (Pre-Engineered Building),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S03AA008,S03AA008-00001
S03AA027-00001,SS,S03,Main Steel Structure Erection Work,AA,Shelter/Building,027,Heavy Steel (Weight≥90KG/M),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S03AA027,S03AA027-00001
S03AA028-00001,SS,S03,Main Steel Structure Erection Work,AA,Shelter/Building,028,Medium Steel (90KG/M>Weight≥30KG/M),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S03AA028,S03AA028-00001
S03AA029-00001,SS,S03,Main Steel Structure Erection Work,AA,Shelter/Building,029,Light Steel (30KG/M>Weight),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S03AA029,S03AA029-00001
S03AA030-00001,SS,S03,Main Steel Structure Erection Work,AA,Shelter/Building,030,Non-Shrink Grouting,,,,,,,,,,,,,,,,,,,,,Material: (   ),,THK=(  )mm,,,M3,M3,S03AA030,S03AA030-00001
S03AA031-00001,SS,S03,Main Steel Structure Erection Work,AA,Shelter/Building,031,Epoxy Grouting,,,,,,,,,,,,,,,,,,,,,Material: (   ),,THK=(  )mm,,,M3,M3,S03AA031,S03AA031-00001
S03AB013-00001,SS,S03,Main Steel Structure Erection Work,AB,Pipe Rack,013,Plate for Reinforcing/Modification/Supplement (Field install),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S03AB013,S03AB013-00001
S03AB027-00001,SS,S03,Main Steel Structure Erection Work,AB,Pipe Rack,027,Heavy Steel (Weight≥90KG/M),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S03AB027,S03AB027-00001
S03AB028-00001,SS,S03,Main Steel Structure Erection Work,AB,Pipe Rack,028,Medium Steel (90KG/M>Weight≥30KG/M),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S03AB028,S03AB028-00001
